code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	packaging_text	brands	brands_tags	categories	categories_tags	categories_fr	origins	origins_tags	origins_fr	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_fr	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_fr	ingredients_text	allergens	allergens_fr	traces	traces_tags	traces_fr	serving_size	serving_quantity	no_nutriments	additives_n	additives	additives_tags	additives_fr	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	states_tags	states_fr	brand_owner	main_category	main_category_fr	image_url	image_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0073416040588	http://world-fr.openfoodfacts.org/produit/0073416040588/organic-california-brown-jasmine-rice-lundberg-family-farms	usda-ndb-import	1489055328	2017-03-09T10:28:48Z	1587573116	2020-04-22T16:31:56Z	Organic california brown jasmine rice						Lundberg Family Farms	lundberg-family-farms	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Jasmine rice	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:jasmine-rice	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Graines,Céréales et dérivés,Céréales en grains,Riz,Riz parfumés,Riz de variété indica,Riz long grain,Riz thaï						Organic	en:organic	Bio								United States	en:united-states	États-Unis	Organic california brown jasmine rice.						0.25 cup (45 g)	45		0				0			0			-5	a		Cereals and potatoes	Cereals	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Wehah Farm Inc	en:jasmine-rice	Riz thaï								333	1393		3.33	0																																	0	0	73.33	2.22									4.4			8.89				0	0		0					0														0		0.0016																					-5								
0847938000470	http://world-fr.openfoodfacts.org/produit/0847938000470/all-natural-vegetable-chips	org-database-usda	1587657302	2020-04-23T15:55:02Z	1587657302	2020-04-23T15:55:02Z	All natural vegetable chips								Snacks	en:snacks	Snacks																United States	en:united-states	États-Unis	Carrots, olive oil, salt.						28 g (28 g)	28		0				0			0			15	d	3	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	MIRABEL	en:snacks	Snacks								607	2540		32.14	7.14																																	0	0	28.57	17.86									10.7			3.57				0.8925	0.357		0					0														0.143		0.00257																					15								
0041250660316	http://world-fr.openfoodfacts.org/produit/0041250660316/chocolate-nut-brownie-mix-meijer	usda-ndb-import	1489063000	2017-03-09T12:36:40Z	1587578396	2020-04-22T17:59:56Z	Chocolate nut brownie mix						Meijer	meijer	Biscuits and cakes, Cakes, Cooking helpers, Dessert mixes, Pastry helpers, Cake mixes	en:biscuits-and-cakes,en:cakes,en:cooking-helpers,en:dessert-mixes,en:pastry-helpers,en:cake-mixes	Biscuits et gâteaux,Gâteaux,Aides culinaires,Préparations pour desserts,Aides à la pâtisserie,Préparations pour gâteaux															Meijer	United States	en:united-states	États-Unis	Sugar, enriched bleached flour (bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), semi-sweet chocolate chunks (sugar, chocolate liquor, cocoa butter, emulsifier [soy lecithin], artificial flavor), milk chocolate chunks (sugar, cocoa butter, whole milk powder, chocolate liquor, anhydrous dextrose, emulsifier [soy lecithin], artificial flavor), walnuts with preservative (bht), partially hydrogenated vegetable shortening (contains soybean oil) with emulsifier (mono - and diglycerides, lecithin), cocoa (processed with alkali), corn starch, dextrose, salt, leavening (baking soda), nonfat milk, maltodextrin						0.083 PACKAGE, ABOUT 1/3 CUP DRY MIX (34 g)	34		4		en:e321,en:e322,en:e322i,en:e471,en:e500,en:e500ii	E321 - Butylhydroxytoluène,E322 - Lécithines,E322i - Lécithine,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium	0			0					4	Sugary snacks	Biscuits and cakes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Meijer, Inc.	en:cake-mixes	Préparations pour gâteaux								441	1845		14.71	4.41																																	0	0	73.53	50									2.9			5.88				0.7725	0.309		0					0														0		0.00318																													
0063549331219	http://world-fr.openfoodfacts.org/produit/0063549331219/parmesan-romano	kiliweb	1600619539	2020-09-20T16:32:19Z	1600619540	2020-09-20T16:32:20Z	Parmesan romano																										en:ca	en:canada	Canada																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/006/354/933/1219/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/006/354/933/1219/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/006/354/933/1219/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/006/354/933/1219/nutrition_fr.5.200.jpg		130	544		10	7																																			1	0												7				0.77499997615814	0.309999990463256																																																				
0071708003396	http://world-fr.openfoodfacts.org/produit/0071708003396/mendota-sparkling	openfoodfacts-contributors	1424267961	2015-02-18T13:59:21Z	1575667526	2019-12-06T21:25:26Z	Mendota Sparkling	Lemon sparkling water	20 fl. oz (591 mL)	plastic bottle	plastic-bottle		Mendota	mendota	Beverages, Waters, Carbonated drinks, Carbonated waters, Flavored waters, Flavored sparkling waters	en:beverages,en:carbonated-drinks,en:waters,en:carbonated-waters,en:flavored-waters,en:flavored-sparkling-waters	Boissons,Boissons gazeuses,Eaux,Eaux gazeuses,Eaux aromatisées,Eaux gazeuses aromatisées																United States	en:united-states	États-Unis	carbonated water, natural lemon flavor						8 fl. oz (240 mL)	240		0				0			0					4	Beverages	Waters and flavored waters	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	À vérifier,Complet,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques complétées,Catégories complétées,Marques complétées,Emballage complété,Quantité complétée,Nom du produit complete,Photos validées,Photos envoyées		en:flavored-sparkling-waters	Eaux gazeuses aromatisées	https://static.openfoodfacts.org/images/products/007/170/800/3396/front_en.6.400.jpg	https://static.openfoodfacts.org/images/products/007/170/800/3396/front_en.6.200.jpg	https://static.openfoodfacts.org/images/products/007/170/800/3396/ingredients_en.7.400.jpg	https://static.openfoodfacts.org/images/products/007/170/800/3396/ingredients_en.7.200.jpg	https://static.openfoodfacts.org/images/products/007/170/800/3396/nutrition_en.8.400.jpg	https://static.openfoodfacts.org/images/products/007/170/800/3396/nutrition_en.8.200.jpg	0		0		0																																				0	0												0				0	0																																																				
0041512111600	http://world-fr.openfoodfacts.org/produit/0041512111600/first-street-cinnamon-bears-candy	usda-ndb-import	1489072288	2017-03-09T15:11:28Z	1587585447	2020-04-22T19:57:27Z	First street, cinnamon bears candy						First Street	first-street	Snacks, Sweet snacks, Confectioneries	en:snacks,en:sweet-snacks,en:confectioneries	Snacks,Snacks sucrés,Confiseries																United States	en:united-states	États-Unis	Corn syrup, sugar, corn starch, modified corn starch, natural and artificial flavor, carnauba wax, artificial colors including (red 40)						5 PIECES (43 g)	43		2		en:e129,en:e903	E129 - Rouge allura AC,E903 - Cire de carnauba	0			0			14	d	4	Sugary snacks	Sweets	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	FIRST STREET	en:confectioneries	Confiseries								326	1364		0	0																																	0	0	83.72	67.44									0			0				0.1175	0.047		0					0														0		0																					14								
0074175745172	http://world-fr.openfoodfacts.org/produit/0074175745172/vegetarian-refried-beans-vegetarian-stater	usda-ndb-import	1489052378	2017-03-09T09:39:38Z	1587572001	2020-04-22T16:13:21Z	Vegetarian refried beans, vegetarian						Stater	stater	Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Canned plant-based foods, Meals, Canned legumes, Prepared vegetables, Canned common beans, Refried beans	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:canned-foods,en:legumes,en:canned-plant-based-foods,en:meals,en:canned-legumes,en:prepared-vegetables,en:canned-common-beans,en:refried-beans	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Conserves,Légumineuses,Aliments à base de plantes en conserve,Plats préparés,Légumineuses en conserve,Légumes préparés,Haricots en conserve,Haricots refrits																United States	en:united-states	États-Unis	Cooked beans, water, less than 2% of: canola oil, salt, distilled vinegar, chili pepper, onion powder, spices, garlic powder.						1/2 cup (128 g)	128		0				0			0			-1	a	3	Composite foods	One-dish meals	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	STATER BROS.	en:refried-beans	Haricots refrits								86	360		1.56	0																																	0	0	14.06	0.78									3.9			4.69				1.035	0.414		0					0														0.031		0.00141																					-1								
00290708	http://world-fr.openfoodfacts.org/produit/00290708/filled-with-love	kiliweb	1550155424	2019-02-14T14:43:44Z	1550155427	2019-02-14T14:43:47Z	Filled with love																										en:france	en:france	France																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/00290708/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/00290708/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/00290708/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/00290708/ingredients_fr.7.200.jpg				547	2289		32.1	20.8																																			57.4	51												6.2				0.2	0.08																																																				
20188658	http://world-fr.openfoodfacts.org/produit/20188658/jus-de-pomme-triml	kiliweb	1503832223	2017-08-27T11:10:23Z	1537643770	2018-09-22T19:16:10Z	Jus de pomme						Triml	triml	Boissons	en:beverages	Boissons																France	en:france	France																				13	e		unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées		en:beverages	Boissons	https://static.openfoodfacts.org/images/products/20188658/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/20188658/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/20188658/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/20188658/ingredients_fr.7.200.jpg				41	172		0.1	0																																			10	9.7												0.1				0.03	0.012																																												13								
0205130012149	http://world-fr.openfoodfacts.org/produit/0205130012149/crosti-petales-chocolat-vrac-biocoop	kiliweb	1575171605	2019-12-01T03:40:05Z	1575172274	2019-12-01T03:51:14Z	Crosti pétales chocolat vrac						Biocoop	biocoop																		Biocoop	en:fr	en:france	France																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite complétée,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/020/513/001/2149/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/020/513/001/2149/front_fr.3.200.jpg																																																														0	0																																																				
2209250006314	http://world-fr.openfoodfacts.org/produit/2209250006314/filet-mignon-de-porc	kiliweb	1582571269	2020-02-24T19:07:49Z	1582643343	2020-02-25T15:09:03Z	Filet mignon de porc																fr:viande-porcine-francaise	en:french-meat,en:french-pork	Viande Française,Viande Porcine Française								en:fr	en:france	France																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite complétée,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/220/925/000/6314/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/220/925/000/6314/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/220/925/000/6314/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/220/925/000/6314/nutrition_fr.5.200.jpg		122	510		4.2	1.7																																			0.5	0.5												21				0.15	0.06																																																				
0078742230528	http://world-fr.openfoodfacts.org/produit/0078742230528/shells-enriched-macaroni-product-great-value	usda-ndb-import	1489060885	2017-03-09T12:01:25Z	1588949059	2020-05-08T14:44:19Z	Shells, enriched macaroni product		16oz, 1lb, 454g	paper	paper		Great Value	great-value	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Cereal semolinas, Pastas, Wheat semolinas, Dry pasta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:cereal-semolinas,en:dry-pasta,en:wheat-semolinas	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pâtes alimentaires,Semoules de céréales,en:dry-pasta,Semoules de blé																United States	en:united-states	États-Unis	Semolina, niacin, ferrous sulfate (iron), thiamine mononitrate, riboflavin, folic acid.						0.75 cup (56 g)	56		0				0			0			-4	a	1	Cereals and potatoes	Cereals	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded	en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded	À vérifier,Complet,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques complétées,Catégories complétées,Marques complétées,Emballage complété,Quantité complétée,Nom du produit complete,Photos validées,Photos envoyées	Wal-Mart Stores, Inc.	en:wheat-semolinas	Semoules de blé	https://static.openfoodfacts.org/images/products/007/874/223/0528/front_en.3.400.jpg	https://static.openfoodfacts.org/images/products/007/874/223/0528/front_en.3.200.jpg	https://static.openfoodfacts.org/images/products/007/874/223/0528/ingredients_en.8.400.jpg	https://static.openfoodfacts.org/images/products/007/874/223/0528/ingredients_en.8.200.jpg	https://static.openfoodfacts.org/images/products/007/874/223/0528/nutrition_en.11.400.jpg	https://static.openfoodfacts.org/images/products/007/874/223/0528/nutrition_en.11.200.jpg		357	1494		1.79	0															0	0.89																	0	0	73.21	3.57									3.6			12.5				0	0		0					0	0.001	0.000455	0.007143		0.000056							0.188		0		0.00321																					-4								
0041415562646	http://world-fr.openfoodfacts.org/produit/0041415562646/premium-100-calorie-strawberry-blended-greek-nonfat-yogurt-strawberry	org-database-usda	1587675538	2020-04-23T20:58:58Z	1587675538	2020-04-23T20:58:58Z	Premium 100 calorie strawberry blended greek nonfat yogurt, strawberry								Dairies, Fermented foods, Fermented milk products, Yogurts	en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts	Produits laitiers,Produits fermentés,Produits laitiers fermentés,Yaourts																United States	en:united-states	États-Unis	Strained yogurt (grade a pasteurized nonfat milk, live active yogurt cultures [l. bulgaricus, s. thermophilus, l. acidophilus, bifidus, l. casei]), strawberry fruit preparation (water, strawberries, cane sugar, strawberry puree, natural flavors, locust bean gum, pectin, fruit and vegetable juice concentrates [color], sodium citrtate, gellan gum, stevia rebaudiana leaf extract, monk fruit extract, citric acid).						150 g (150 g)	150		4		en:e330,en:e410,en:e418,en:e440	E330 - Acide citrique,E410 - Gomme de caroube,E418 - Gomme gellane,E440 - Pectines	0			0			-3	a	4	Milk and dairy products	Milk and yogurt	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Publix Super Markets, Inc.	en:yogurts	Yaourts								67	280		0	0																																	0	0.003	8.67	6									0			7.33				0.1175	0.047																					0.067		0																					-3								
